,a,c,e,g,i,k,l,m,n,o,p,q
871,生死新纪元 Babylon A.D.,马修·卡索维茨,艾瑞克·贝斯纳,范·迪塞尔,杨紫琼,梅兰尼·蒂埃里,"['动作', '科幻', '冒险']",90 分钟,2008,美国 / 法国 / 英国, 英语,5.1
872,24小时：末路重生 24 Hours To Live,布莱恩·斯莫兹,扎克·迪恩,伊桑·霍克,许晴,保罗·安德森,"['动作', '科幻', '惊悚', '犯罪']",93分钟,2017,美国 / 中国大陆 / 南非, 英语 / 汉语普通话,5.1
873,黑猫警长之翡翠之星,于胜军,李彧,赵路,吴天昊,林子杰,"['喜剧', '动作', '科幻', '动画']",83分钟,2015,中国大陆, 汉语普通话,5.1
874,拳神,元奎,陈十三,王力宏,梁咏琪,冯德伦,"['动作', '科幻']",98 分钟,2001,香港, 粤语 / 英语,5.1
875,末日深眠 Air,Christian Cantamessa,Christian Cantamessa,诺曼·瑞杜斯,杰曼·翰苏,何家蓓,"['科幻', '惊悚']",95分钟,2015,美国, 英语,5.1
876,火星上的最后时日 The Last Days on Mars,卢埃里·罗宾森,克莱夫·道森,列维·施瑞博尔,萝玛拉·嘉瑞,伊莱亚斯·科泰斯,"['科幻', '惊悚']",98分钟,2013,英国 / 爱尔兰, 英语,5.1
877,害虫横行 Infestation,Kyle Rankin,Chris Marquette ...  Cooper,Chris Marquette ...  Cooper,Brooke Nevin ...  Sara,Jim Cody Williams ...  Jed,"['喜剧', '动作', '科幻', '恐怖']",91 分钟,2009,美国, 英语,5.1
878,虚拟现实战 The Call Up,查尔斯·巴克,查尔斯·巴克,帕克·索耶,查尔斯·欧比,莫菲德·克拉克,"['动作', '科幻']",90分钟,2016,英国, 英语,5.1
879,异形魔怪5：血脉 Tremors 5: Bloodline,唐·迈克尔·保罗,John Whelpley,迈克尔·格罗斯,杰米·肯尼迪,Ernest Ndhlovu,"['动作', '科幻', '恐怖']",99分钟,2015,美国, 英语,5.1
880,匹诺曹964号 ピノキオ [ルート] 964,福居精进,福居精进,鈴木はぢ,ONN-CHAN,大坪光路,"['科幻', '恐怖']",97 分钟,1991,日本, 日语,5.1
881,天外魔蛛 Arachnid,杰克·舒德,Mark Sevi,克里斯·波特,阿里克斯·瑞德,José Sancho,"['科幻', '恐怖', '冒险']",95 分钟,2001,西班牙, 西班牙语 / 英语,5.1
882,魔术技法 Sleight,J·D·迪拉德,J·D·迪拉德,雅各布·拉提摩尔,赛切儿·加布埃尔,杜勒·希尔,"['剧情', '动作', '科幻', '惊悚']",90分钟,2016,美国, 英语,5.1
883,惊魂太空舱 Capsule,安德鲁·马丁,费利克斯·福雷斯特,埃德蒙德·金斯利,丽莎·格林伍德,戴维·韦曼,"['剧情', '科幻', '惊悚', '历史']",91分钟,2015,英国, 英语,5.1
884,铁血战士 The Predator,沙恩·布莱克,弗莱德·戴克尔,波伊德·霍布鲁克,崔凡特·罗兹,雅各布·特伦布莱,"['动作', '科幻', '惊悚', '冒险']",107分钟,2018,美国 / 加拿大, 英语 / 西班牙语,5.0
885,进击的巨人真人版：前篇 進撃の巨人 ATTACK ON TITAN,樋口真嗣,渡边雄介,三浦春马,长谷川博己,水原希子,"['动作', '科幻', '惊悚']",98分钟,2015,日本, 日语,5.0
886,超时空救兵,林子聪,林子聪,霍建华,景甜,郭品超,"['喜剧', '动作', '科幻']",90分钟,2012,中国大陆, 汉语普通话,5.0
887,火星异种 テラフォーマーズ,三池崇史,中岛一树,伊藤英明,武井咲,山下智久,"['动作', '科幻', '恐怖']",109分钟,2016,日本, 日语,5.0
888,异种4 Species: The Awakening,尼克·里昂,Ben Ripley,Edy Arellano,Marco Bacuzzi,海伦娜·马特森,"['科幻', '惊悚', '恐怖']",94 分钟(approx.),2007,美国, 英语,5.0
889,魔盒 The Box,理查德·凯利,理查德·凯利,卡梅隆·迪亚兹,詹姆斯·麦斯登,弗兰克·兰格拉,"['科幻', '悬疑', '惊悚']",115 分钟,2009,美国, 英语,5.0
890,鲨卷风3 Sharknado 3: Oh Hell No!,安东尼·C·费兰特,杉德·莱文,伊恩·齐林,塔拉·雷德,维尼拉·艾斯,"['喜剧', '科幻', '恐怖']",88分钟,2015,美国, 英语,3.7
891,异形前哨 Outpost 37,Jabbar Raisani,Blake Clifton,阿德里安·保罗,雷利·麦克伦顿,瑞克·拉瓦内洛,"['动作', '科幻', '惊悚']",90分钟,2014,英国 / 南非, 英语,3.7
892,异形大战忍者 AVN エイリアンVSニンジャ,千葉誠治,千葉誠治,三元雅芸,柏原収史,土平ドンペイ,"['喜剧', '动作', '科幻']",80分钟,2010,日本, 日语,3.7
893,超自然事件之坠龙事件,张涛,张涛,彭禺厶,刘银银,侍宣如,"['动作', '科幻']",83分钟,2017,中国大陆, 汉语普通话,3.7
894,2012: 冰河时期 2012: Ice Age,Trey Stokes,Paul Sinor,帕特里克·莱比奥托,朱丽·麦库拉芙,Nick Afanasiev,"['科幻', '灾难']",91 分钟,2011,美国, 英语,3.6
895,黑暗终结者 Запрещенная реальность,康斯坦尼·马科斯莫夫,瓦西里·戈洛瓦乔夫,弗拉季米尔·弗多维琴科夫,伊戈尔·别特连科,露波芙·托卡丽娜,"['动作', '科幻', '惊悚', '奇幻', '冒险']",90分钟,2009,俄罗斯, 俄语,3.6
896,机器人侵犯地球 The Day The Earth Stopped,C·托马斯·豪威尔,Darren Dalton,C·托马斯·豪威尔,贾德·尼尔森,Darren Dalton,"['动作', '科幻']",USA: 89 分钟,2008,美国, 英语,3.5
897,地球防卫遗孀 地球防衛未亡人,河崎实,河崎实,坛蜜,大野未来,福田佑亮,['科幻'],84分钟,2014,日本, 日语,3.4
898,奇点 Singularity,Robert Kouba,Robert Kouba,约翰·库萨克,Julian Schaffner,Jeannine Wacker,['科幻'],92分钟,2017,美国, 英语,3.4
899,死亡飞车2050 Death Race 2050,G.J. Echternkamp,G.J. Echternkamp,马努·贝内特,马尔科姆·麦克道威尔,Marci Miller,"['喜剧', '动作', '科幻']",92分钟,2017,美国, 英语,3.4
900,安德烈：黑色的迷宫 Andròn: The Black Labyrinth,Francesco Cinquemani,Francesco Cinquemani,葛尔·哈罗德,亚历克·鲍德温,米歇尔·雷恩,"['动作', '科幻']",100分钟(美国),2016,意大利, 英语 / 意大利语,3.4
901,蒸发太平洋 Lost in the Pacific,周文武贝,周文武贝,布兰登·罗斯,张雨绮,王盛德,"['剧情', '科幻', '冒险']",90分钟,2016,中国大陆 / 美国, 汉语普通话 / 英语,3.3
902,未来世界 Future World,詹姆斯·弗兰科,Jeremy Cheung,詹姆斯·弗兰科,米拉·乔沃维奇,刘玉玲,['科幻'],90分钟,2018,美国, 英语,3.3
903,星际拾荒者 Scavengers,Travis Zariwny,Travis Zariwny,约翰·李·艾姆斯,罗克·克里切洛,Brett Curtze,['科幻'],89分钟,2013,美国, 英语,3.3
904,时光大战,李长欣,李长欣,刘萌萌,李宁,康恩赫,"['动作', '科幻']",90分钟,2014,中国大陆, 汉语普通话,3.2
905,迷失太空 Stranded,罗杰·克里斯蒂安,Christian Piers Betley,克里斯蒂安·史莱特,Amy Matysio,Michael Therriault,"['科幻', '恐怖']",84分钟,2013,加拿大, 英语,3.2
906,钻井生物 The Rig,Peter Atencio,斯科特·马丁,William Forsythe,Stacey Hinnen,Serah D'Laine,"['动作', '科幻', '恐怖']",94分钟,2010,美国, 英语,3.2
907,直到世界尽头 Bis ans Ende der Welt,维姆·文德斯,维姆·文德斯,索尔维格·多马尔坦,奇克·奥尔特加,埃迪·米切尔,"['剧情', '科幻']",280 分钟(director's cut),1991,德国 / 法国 / 澳大利亚, 英语 / 法语 / 意大利语 / 日语 / 德语,8.2
908,复仇者联盟3：无限战争 Avengers: Infinity War,安东尼·罗素,杰克·科比,小罗伯特·唐尼,克里斯·海姆斯沃斯,克里斯·埃文斯,"['动作', '科幻', '奇幻', '冒险']",149分钟,2018,美国, 英语,8.1
909,复仇者联盟 The Avengers,乔斯·韦登,乔斯·韦登,小罗伯特·唐尼,克里斯·埃文斯,斯嘉丽·约翰逊,"['动作', '科幻', '奇幻', '冒险']",142分钟,2012,美国, 英语 / 俄语,8.1
910,钢铁侠 Iron Man,乔恩·费儒,阿特·马库姆,小罗伯特·唐尼,泰伦斯·霍华德,格温妮斯·帕特洛,"['动作', '科幻', '惊悚', '冒险']",126 分钟,2008,美国, 英语 / 波斯语 / 乌尔都语 / 阿拉伯语,8.1
911,明日边缘 Edge of Tomorrow,道格·里曼,克里斯托弗·麦奎里,汤姆·克鲁斯,艾米莉·布朗特,布莱丹·格里森,"['动作', '科幻']",114分钟(中国大陆),2014,美国 / 加拿大, 英语,8.1
912,猩球崛起 Rise of the Planet of the Apes,鲁伯特·瓦耶特,里克·杰法,詹姆斯·弗兰科,安迪·瑟金斯,汤姆·费尔顿,"['剧情', '动作', '科幻']",105分钟,2011,美国, 英语 / 美国手语,8.1
913,后天 The Day After Tomorrow,罗兰·艾默里奇,罗兰·艾默里奇,丹尼斯·奎德,杰克·吉伦哈尔,埃米·罗森,"['动作', '科幻', '冒险', '灾难']",124分钟,2004,美国, 英语 / 日语 / 法语 / 阿拉伯语 / 西班牙语,8.1
914,侏罗纪公园 Jurassic Park,史蒂文·斯皮尔伯格,迈克尔·克莱顿,山姆·尼尔,劳拉·邓恩,杰夫·高布伦,"['科幻', '惊悚', '冒险']",127 分钟,1993,美国, 英语 / 西班牙语,8.1
915,"我，机器人 I, Robot",亚历克斯·普罗亚斯,Jeff Vintar,威尔·史密斯,布丽姬·穆娜,艾伦·图代克,"['动作', '科幻', '悬疑', '惊悚']",115 分钟,2004,美国 / 德国, 英语,8.1
916,十二猴子 Twelve Monkeys,特瑞·吉列姆,大卫·韦伯·皮普尔斯,布鲁斯·威利斯,布拉德·皮特,大卫·摩斯,"['科幻', '悬疑', '惊悚']",129 分钟,1995,美国, 英语,8.1
917,异形 Alien,雷德利·斯科特,丹·欧班农,西格妮·韦弗,汤姆·斯凯里特,维罗尼卡·卡维特,"['科幻', '恐怖']",117分钟,1979,英国 / 美国, 英语 / 西班牙语,8.1
918,银河系漫游指南 The Hitchhiker's Guide to the Galaxy,加斯·詹宁斯,道格拉斯·亚当斯,马丁·弗瑞曼,茅斯·达夫,山姆·洛克威尔,"['喜剧', '科幻', '冒险']",109分钟,2005,美国 / 英国, 英语,8.1
919,升级 Upgrade,雷·沃纳尔,雷·沃纳尔,罗根·马歇尔-格林,梅拉里·沃列何,哈里森·吉尔伯特森,"['动作', '科幻', '惊悚']",100分钟,2018,澳大利亚, 英语,8.1
920,星球大战前传1：幽灵的威胁 Star Wars: Episode I - The Phantom Menace,乔治·卢卡斯,乔治·卢卡斯,连姆·尼森,伊万·麦克格雷格,娜塔莉·波特曼,"['动作', '科幻', '冒险']",136 分钟,1999,美国, 英语,8.1
921,星际宝贝 Lilo & Stitch,克里斯·桑德斯,克里斯·桑德斯,黛维·切斯,克里斯·桑德斯,蒂亚·卡雷尔,"['喜剧', '科幻', '动画', '家庭', '冒险']",85分钟,2002,美国, 英语 / Hawaiian,8.1
922,人猿星球 Planet of the Apes,富兰克林·沙夫纳,迈克尔·威尔逊,查尔登·海斯顿,罗迪·麦克道尔,金·亨特,"['科幻', '悬疑', '冒险']",112 分钟,1968,美国, 英语,8.1
923,妙想天开 Brazil,特瑞·吉列姆,特瑞·吉列姆,乔纳森·普雷斯,罗伯特·德尼罗,凯瑟琳·海蒙德,"['剧情', '科幻']",132分钟,1985,英国, 英语,8.1
924,睁开你的双眼 Abre los ojos,亚历杭德罗·阿梅纳瓦尔,亚历杭德罗·阿梅纳瓦尔,爱德华多·诺列加,佩内洛普·克鲁兹,费莱·马丁内斯,"['剧情', '爱情', '科幻', '悬疑', '惊悚']",117 分钟,1997,西班牙 / 法国 / 意大利, 西班牙语,8.1
925,星际旅行4：抢救未来 Star Trek IV: The Voyage Home,伦纳德·尼莫伊,吉恩·罗登贝瑞,威廉·夏特纳,伦纳德·尼莫伊,德福雷斯特·凯利,"['喜剧', '科幻', '冒险']",119 分钟,1986,美国, 英语,8.1
926,"我爱你，我爱你 Je t'aime, je t'aime",阿伦·雷乃,Jacques Sternberg,克洛德·里什,奥尔加.乔治斯 - 皮科,阿努克·费尔雅克,"['剧情', '科幻']",USA: 91 分钟,1968,法国, 法语,7.7
927,禁忌星球 Forbidden Planet,弗雷德·威尔科克斯,西里尔·休谟,沃尔特·皮金,安妮·弗朗西丝,莱斯利·尼尔森,"['科幻', '悬疑']",98 分钟,1956,美国, 英语,7.7
928,机械威龙 Robot Jox,斯图尔特·戈登,斯图尔特·戈登,杰弗瑞·考姆斯,Jason Marsden,Michael Alldredge,['科幻'],85 分钟,1990,美国, 英语,7.7
929,银色星球 Na srebrnym globie,安德烈·祖拉斯基,安德烈·祖拉斯基,安德烈·瑟韦林,杰吉·特雷拉,格拉齐娜·迪拉格,"['科幻', '冒险']",166 分钟,1988,波兰, 波兰语,7.7
930,被时间遗忘的土地 The Land That Time Forgot,凯文·康纳 Kevin Connor,埃德加·赖斯·巴勒斯,道格·麦克洛,约翰·麦克埃尼,苏珊·潘哈里冈,"['剧情', '科幻', '惊悚', '冒险']",90 分钟,1975,英国 / 美国, 英语,7.7
931,异形奇花 Little Shop of Horrors,弗兰克·奥兹,霍华德·阿什曼,里克·莫拉尼斯,艾伦·格里尼,文森特·加迪尼亚,"['喜剧', '科幻', '恐怖', '歌舞']",94 分钟,1986,美国, 英语,7.7
932,"小鱼历险记 Hjælp, jeg er en fisk",施蒂芬·费德马克,施蒂芬·费德马克,Nis Bank-Mikkelsen,艾伦·瑞克曼,特瑞·琼斯,"['剧情', '喜剧', '科幻', '动画', '家庭', '奇幻', '冒险']",80 分钟,2000,德国 / 爱尔兰 / 丹麦, 英语 / 丹麦语,7.7
933,环太平洋 Pacific Rim,吉尔莫·德尔·托罗,特拉维斯·比彻姆,查理·汉纳姆,菊地凛子,伊德里斯·艾尔巴,"['动作', '科幻', '冒险']",131分钟,2013,美国, 英语 / 日语 / 粤语 / 汉语普通话 / 俄语,7.6
934,阿丽塔：战斗天使 Alita: Battle Angel,罗伯特·罗德里格兹,詹姆斯·卡梅隆,罗莎·萨拉查,克里斯托弗·沃尔兹,基恩·约翰逊,"['动作', '科幻', '冒险']",122分钟,2019,美国 / 加拿大 / 阿根廷, 英语 / 西班牙语,7.6
935,蚁人 Ant-Man,佩顿·里德,斯坦·李,保罗·路德,迈克尔·道格拉斯,伊万杰琳·莉莉,"['动作', '科幻', '冒险']",117分钟,2015,美国, 英语,7.6
936,变形金刚2 Transformers: Revenge of the Fallen,迈克尔·贝,伊伦·克鲁格,希亚·拉博夫,梅根·福克斯,乔什·杜哈明,"['动作', '科幻']",150分钟,2009,美国, 英语 / 西班牙语 / 阿拉伯语,7.6
937,黑衣人3 Men in Black III,巴里·索南菲尔德,伊坦·柯亨,威尔·史密斯,汤米·李·琼斯,乔什·布洛林,"['喜剧', '动作', '科幻']",103分钟(中国大陆),2012,美国, 英语,7.6
938,猩球崛起2：黎明之战 Dawn of the Planet of the Apes,马特·里夫斯,马克·鲍姆贝克,安迪·瑟金斯,杰森·克拉克,加里·奥德曼,"['剧情', '动作', '科幻']",130分钟,2014,美国, 英语 / 美国手语,7.6
939,X战警3：背水一战 X-Men: The Last Stand,布莱特·拉特纳,西蒙·金伯格,休·杰克曼,哈莉·贝瑞,伊恩·麦克莱恩,"['动作', '科幻', '惊悚']",104 分钟,2006,美国 / 加拿大 / 英国, 英语,7.6
940,机械姬 Ex Machina,亚历克斯·嘉兰,亚历克斯·嘉兰,艾丽西亚·维坎德,多姆纳尔·格里森,奥斯卡·伊萨克,"['科幻', '悬疑', '惊悚']",108分钟,2014,英国, 英语,7.6
941,黑衣人2 Men in Black II,巴里·索南菲尔德,罗伯特·戈登,威尔·史密斯,汤米·李·琼斯,约翰尼·诺克斯维尔,"['喜剧', '动作', '科幻']",88 分钟,2002,美国, 英语,7.6
942,异形4 Alien: Resurrection,让-皮埃尔·热内,乔斯·韦登,西格妮·韦弗,薇诺娜·瑞德,多米尼克·皮侬,"['动作', '科幻', '恐怖']",109分钟,1997,美国, 英语,7.6
943,保罗 Paul,格雷格·莫托拉,尼克·弗罗斯特,西蒙·佩吉,尼克·弗罗斯特,塞斯·罗根,"['喜剧', '科幻', '冒险']",104分钟,2011,美国 / 英国, 英语,7.6
944,硬核亨利 Хардкор,伊利亚·奈舒勒,伊利亚·奈舒勒,沙尔托·科普雷,丹尼拉·科兹洛夫斯基,海莉·贝内特,"['动作', '科幻', '冒险']",96分钟,2015,俄罗斯 / 美国, 英语 / 俄语,7.6
945,未来水世界 Waterworld,凯文·雷诺兹,Peter Rader,凯文·科斯特纳,珍妮·特里普里霍恩,蒂娜·米乔里诺,"['动作', '科幻', '惊悚', '冒险']",135 分钟,1995,美国, 英语,7.3
946,蝙蝠侠 Batman,蒂姆·波顿,Sam Hamm,迈克尔·基顿,杰克·尼科尔森,金·贝辛格,"['动作', '科幻']",126 分钟,1989,美国 / 英国, 英语 / 法语,7.3
947,时空罪恶 Los cronocrímenes,那奇欧·维加隆多,那奇欧·维加隆多,卡拉·埃莱哈尔德,Candela Fernández,巴巴拉·戈纳加,"['剧情', '科幻', '悬疑', '惊悚']",92 分钟,2007,西班牙, 西班牙语,7.3
948,变蝇人 The Fly,大卫·柯南伯格,大卫·柯南伯格,杰夫·高布伦,吉娜·戴维斯,约翰·盖兹,"['科幻', '恐怖']",96分钟,1986,美国 / 英国 / 加拿大, 英语,7.3
949,重生男人 Repo Men,米格尔·萨普什尼克,Eric Garcia,裘德·洛,福里斯特·惠特克,艾莉丝·布拉加,"['剧情', '动作', '科幻', '惊悚', '犯罪']",111 分钟,2010,美国 / 加拿大, 英语,7.3
950,第三类接触 Close Encounters of the Third Kind,史蒂文·斯皮尔伯格,史蒂文·斯皮尔伯格,理查德·德莱弗斯,弗朗索瓦·特吕弗,特瑞·加尔,"['剧情', '科幻']",135分钟,1977,美国, 英语 / 法语 / 西班牙语 / 印地语 / 汉语普通话,7.3
951,灵幻夹克 The Jacket,约翰·梅布里,玛西·塔吉丁,艾德里安·布洛迪,凯拉·奈特莉,克里斯·克里斯托佛森,"['剧情', '科幻', '悬疑', '惊悚']",103 分钟,2005,美国 / 德国, 英语,7.3
952,西蒙妮 S1m0ne,安德鲁·尼科尔,安德鲁·尼科尔,阿尔·帕西诺,薇诺娜·瑞德,瑞秋·罗伯茨,"['剧情', '喜剧', '科幻']",117 分钟,2002,美国, 英语,7.3
953,星际旅行3：石破天惊 Star Trek III: The Search for Spock,伦纳德·尼莫伊,阿尔夫·贝内,威廉·夏特纳,伦纳德·尼莫伊,德福雷斯特·凯利,"['动作', '科幻', '惊悚', '冒险']",105 分钟,1984,美国, 英语,7.3
954,活跳尸 Re-Animator,斯图尔特·戈登,Dennis Paoli,杰弗瑞·考姆斯,布鲁斯·艾伯特,芭芭拉·克兰普顿,"['喜剧', '科幻', '恐怖']",86分钟(未删减版),1985,美国, 英语 / 德语,7.3
955,录影带谋杀案 Videodrome,大卫·柯南伯格,大卫·柯南伯格,詹姆斯·伍兹,索尼娅·史密茨,黛布拉·哈里,"['科幻', '悬疑', '惊悚', '恐怖']",89分钟,1983,加拿大, 英语,7.3
956,星际旅行9：起义 Star Trek: Insurrection,乔纳森·弗雷克斯,迈克尔·皮勒,帕特里克·斯图尔特,乔纳森·弗雷克斯,布伦特·斯皮内,"['动作', '科幻', '惊悚', '冒险']",103 分钟,1998,美国, 英语,7.3
957,地球停转之日 The Day the Earth Stood Still,罗伯特·怀斯,埃德蒙·H·诺思,迈克尔·伦尼,帕德里夏·妮尔,休·马洛威,"['剧情', '科幻', '惊悚']",92 分钟,1951,美国, 英语 / 法语 / 北印度语,7.3
958,阿瓦隆 アヴァロン,押井守,伊藤和典,玛尔歌泽塔·弗雷姆夏克,瓦迪斯瓦夫·科瓦尔斯基,杰兹·古德寇,"['剧情', '科幻', '奇幻']",107 分钟,2001,日本 / 波兰, 波兰语,7.3
959,鬼作秀2 Creepshow 2,米高 哥历克 (Michael Gornick),乔治·A·罗梅罗,汤姆·萨维尼,乔治·肯尼迪,多萝西·拉莫尔,"['喜剧', '科幻', '惊悚', '恐怖', '奇幻']",92 分钟,1987,美国, 英语,7.3
960,忍者神龟 Teenage Mutant Ninja Turtles,斯蒂夫·巴伦,Todd W. Langen,乔什·帕斯,Michelan Sisti,利夫·蒂尔登,"['剧情', '喜剧', '动作', '科幻', '家庭', '犯罪', '冒险']",93 分钟,1990,美国 / 香港, 英语 / 法语,7.3
961,未来蝙蝠侠：小丑归来 Batman Beyond: Return of the Joker,Curt Geda,鲍勃·凯恩,威尔·弗里德尔,马克·哈米尔,凯文·康瑞,"['动作', '科幻', '动画', '惊悚', '犯罪']",74 分钟(original release),2000,美国, 英语,7.3
962,天外来客 The Man Who Fell to Earth,尼古拉斯·罗伊格,保罗·梅尔斯贝格,大卫·鲍伊,雷普·汤恩,坎迪·克拉克,"['剧情', '科幻']",139 分钟,1976,英国, 英语,7.3
963,哥斯拉 ゴジラ,本多猪四郎 ,村田武雄,宝田明,河内桃子,平田昭彦,"['剧情', '科幻', '恐怖']",96 分钟,1954,日本, 日语,7.3
964,情迷步话机 동감,金正权,张镇,金荷娜,刘智太,河智源,"['爱情', '科幻']",110分钟,2000,韩国, 韩语,7.3
965,魔茧 Cocoon,朗·霍华德,汤姆·贝内德克,唐·阿米契,威尔福德·布利姆雷,休姆·克罗宁,"['喜剧', '爱情', '科幻', '冒险']",117 分钟,1985,美国, 英语,7.0
966,费城实验 The Philadelphia Experiment,斯图尔特·拉菲尔,Charles Berlitz,迈克尔·帕尔,南茜·艾伦,Eric Christmas,"['剧情', '爱情', '科幻', '奇幻', '冒险']",102 分钟,1984,美国, 英语,7.0
967,阴阳魔界 Twilight Zone: The Movie,乔治·米勒,杰罗姆·比克斯比,丹·艾克罗伊德,艾伯特·布鲁克斯,维克·莫罗,"['科幻', '恐怖']",101 分钟,1983,美国, 英语 / 法语 / 德语 / 越南语,7.0
968,火箭手 The Rocketeer,乔·庄斯顿,丹尼·比尔森,比利·坎贝尔,詹妮弗·康纳利,艾伦·阿金,"['动作', '科幻', '家庭', '冒险']",108 分钟,1991,美国, 英语,7.0
969,晶兵总动员 Small Soldiers,乔·丹特,亚当·莱福金,丹尼斯·利瑞,克斯汀·邓斯特,格里高利·史密斯,"['喜剧', '动作', '科幻', '家庭', '冒险']",108 分钟,1998,美国, 英语,7.0
970,逃离地下天堂 Logan's Run,迈克尔·安德森,戴维·泽拉·古德曼,麦克尔·约克,理查德·乔丹,珍妮·艾加特,"['剧情', '爱情', '科幻', '冒险']",119 分钟,1976,美国, 英语,7.0
971,姐姐走了 언니가 간다,金彰来,金彰来,高素荣,李凡秀,赵安,"['喜剧', '爱情', '科幻']",112分钟,2007,韩国, 韩语,7.0
972,穿越时空的少女 時をかける少女,大林宣彦,筒井康隆,原田知世,尾美利德,岸部一德,"['爱情', '科幻']",104 分钟,1983,日本, 日语,7.0
973,蝙蝠侠大战急冻人 Batman & Mr. Freeze: SubZero,Boyd Kirkland,Boyd Kirkland,凯文·康瑞,迈克尔·安萨拉,类型:,"['剧情', '动作', '科幻', '动画', '惊悚', '犯罪']",70 分钟,1998,美国, 英语,7.0
974,大话原子人之怪兽娶亲 Bride of the Monster,Edward D. Wood Jr.,Alex Gordon,贝拉·卢戈西,Tor Johnson,Tony McCoy,"['科幻', '恐怖']",69 分钟,1955,美国, 英语,7.0
975,尸袋 Body Bags,约翰·卡朋特,比利·布朗,约翰·卡朋特,汤姆·阿诺德,托比·霍珀,"['喜剧', '科幻', '恐怖']",90分钟,1993,美国, 英语,7.0
976,太空旅客 Passengers,莫滕·泰杜姆,乔·斯派茨,詹妮弗·劳伦斯,克里斯·帕拉特,麦克·辛,"['科幻', '冒险']",116分钟,2016,美国, 英语 / 汉语普通话,6.9
977,时间规划局 In Time,安德鲁·尼科尔,安德鲁·尼科尔,阿曼达·塞弗里德,贾斯汀·汀布莱克,基里安·墨菲,"['动作', '科幻']",109分钟,2011,美国, 英语,6.9
978,移动迷宫 The Maze Runner,韦斯·鲍尔,诺亚·奥本海姆,迪伦·奥布莱恩,阿梅尔·艾米恩,李起弘,"['动作', '科幻', '冒险']",113分钟,2014,美国 / 英国 / 英国, 英语,6.9
