,a,c,e,g,i,k,l,m,n,o,p,q
1896,红孩儿大话火焰山 Journey to the West,王童,阿雅,阿雅,蔡升晏,杨贵媚,"['剧情', '喜剧', '动画', '儿童', '奇幻']",95分钟,2005,台湾, 汉语普通话,6.6
1897,小男人周记 小男人周記,陈嘉上,陈庆嘉,郑丹瑞,郑裕玲,钟楚红,"['喜剧', '爱情']",93分钟,1989,香港, 粤语,6.6
1898,淑男奇遇记 Rubbeldiekatz,德特勒夫·布克,Anika Decker,亚历山德拉·玛丽亚·拉娜,马提亚斯·施维赫夫,德特勒夫·布克,['喜剧'],108分钟,2011,德国, 德语,6.6
1899,"老幺 그래, 가족",马大允,贞美珍,李枖原,郑满植,李絮,"['喜剧', '家庭']",106分钟,2017,韩国, 韩语,6.6
1900,平淡无奇的孩子 Obvious Child,吉莉安·罗伯斯比尔,吉莉安·罗伯斯比尔,珍妮·斯蕾特,杰克·莱西,盖比·霍夫曼,"['喜剧', '爱情']",83分钟,2014,美国, 英语,6.6
1901,老小姐日记 올드미스 다이어리,金锡允,金洙镇,池贤宇,艺智苑,金正民,['喜剧'],108分钟,2006,韩国, 韩语,6.6
1902,轻松+愉快,耿军,耿军,徐刚,张志勇,薛宝鹤,"['剧情', '喜剧', '犯罪']",99分钟,2017,中国大陆, 汉语普通话,6.6
1903,似曾相识 Someone Like You...,托尼·戈德温,Laura Zigman,艾什莉·贾德,格雷戈·金尼尔,休·杰克曼,"['喜剧', '爱情']",97 分钟,2001,美国, 英语,6.6
1904,男人众生相 Brief Interviews with Hideous Men,约翰·卡拉辛斯基,大卫·福斯特·华莱士,朱丽安妮·尼科尔森,多米尼克·库珀,蒂莫西·赫顿,"['剧情', '喜剧']",USA: 80 分钟,2009,美国, 英语,6.6
1905,嫁我吧，哥们 Épouse Moi Mon Pote,塔雷克·布达里,哈立德·阿玛拉,塔雷克·布达里,菲利普·拉肖,夏洛特·加布里斯,['喜剧'],92分钟,2017,法国, 法语 / 阿拉伯语,6.3
1906,007别传之皇家夜总会 Casino Royale,瓦尔·杰斯特,沃尔夫·曼考维兹,彼得·塞勒斯,乌苏拉·安德丝,大卫·尼文,"['喜剧', '动作', '冒险']",131 分钟,1967,英国 / 美国, 英语 / 法语,6.3
1907,婚礼大斗阵 Jumping the Broom,Salim Akil,Arlene Gibbs,安吉拉·贝塞特,宝拉·巴顿,拉兹·阿隆索,['喜剧'],108分钟,2011,美国, 英语,6.3
1908,情色大亨 The Look of Love,迈克尔·温特伯顿,马特·格林哈尔什,安娜·弗莱尔,伊莫琴·普茨,斯蒂芬·弗雷,"['剧情', '喜剧', '传记']",101分钟,2013,英国 / 美国, 英语,6.3
1909,姐妹情深 Your Sister's Sister,琳·谢尔顿,琳·谢尔顿,艾米莉·布朗特,罗丝玛丽·德薇特,马克·杜普拉斯,"['剧情', '喜剧']",90分钟,2012,美国, 英语,6.3
1910,吸血少女大战再生萝莉 吸血少女対少女フランケン,友松直之,友松直之,川村雪绘,斋藤工,乙黒えり,"['喜剧', '动作', '恐怖']",85分钟,2009,日本, 日语,6.3
1911,他们叫我吉克 Lo chiamavano Jeeg Robot,加布里尔·梅内提,尼古拉·瓜利亚诺内,克劳迪奥·桑塔玛利亚,卢卡·马里内利,斯特凡诺·安布罗吉,"['喜剧', '动作', '科幻']",112分钟,2015,意大利, 意大利语,6.3
1912,欢乐时光谋杀案 The Happytime Murders,布赖恩·汉森,托德·博格,梅丽莎·麦卡西,伊丽莎白·班克斯,乔尔·麦克哈尔,"['喜剧', '动作', '悬疑', '犯罪']",91分钟,2018,美国, 英语,6.3
1913,猛鬼通宵陪住你,钱升玮,邝文伟,吴镇宇,黄子华,黎姿,"['喜剧', '恐怖']",97分钟,1997,香港, 粤语,6.3
1914,明乌 明烏,福田雄一,福田雄一,菅田将晖,城田优,吉冈里帆,['喜剧'],106分钟,2015,日本, 日语,6.3
1915,浩劫妙冤家 Swept Away,盖·里奇,盖·里奇,布鲁斯·格林伍德,麦当娜,伊丽莎白·班克斯,"['喜剧', '爱情']",89 分钟,2002,英国 / 意大利, 英语 / 希腊语 / 意大利语,6.3
1916,诱饵新娘 The Decoy Bride,Sheree Folkson,Neil Jaworski,David Tennant,Alice Eve,Kelly Macdonald,"['剧情', '喜剧']",85分钟,2011,英国, 英语,6.3
1917,时间怪客 Time Freak,安德鲁·鲍勒,安德鲁·鲍勒,阿萨·巴特菲尔德,苏菲·特纳,斯凯勒·吉桑多,"['喜剧', '爱情', '科幻']",104分钟,2018,美国, 英语,6.3
1918,捉鬼大师 捉鬼大師,萧荣,王晶,郑则仕,张学友,陈百祥,"['喜剧', '恐怖']",93 分钟,1989,香港, 粤语,6.3
1919,大叔阿什比 Ashby,托尼·麦克纳马拉,托尼·麦克纳马拉,纳特·沃尔夫,艾玛·罗伯茨,米基·洛克,"['剧情', '喜剧', '爱情']",100分钟,2015,美国, 英语,6.3
1920,在商言商 Wat zien ik?,保罗·范霍文,Albert Mol,Ronnie Bierman,Sylvia de Leur,Piet Römer,['喜剧'],90 分钟,1971,荷兰, 荷兰语,6.3
1921,肥佬教授2 Nutty Professor II: The Klumps,Peter Segal,Barry W. Blaustein,艾迪·墨菲,珍妮·杰克逊,拉里·米勒,"['喜剧', '科幻']",106 分钟,2000,美国, 英语,5.9
1922,女神探沃莎斯基 V.I. Warshawski,杰夫·卡纽,Sara Paretsky,凯瑟琳·特纳,杰伊·桑德斯,查尔斯·德恩,"['喜剧', '动作', '悬疑', '犯罪']",89 分钟,1991,美国, 英语,5.9
1923,神龙赌圣之旗开得胜,彭绮华,陈建忠,梁朝伟,梁家辉,曾志伟,['喜剧'],98分钟,1994,香港, 粤语,5.9
1924,半职业选手 Semi-Pro,Kent Alterman,斯科特·阿姆斯特朗,威尔·法瑞尔,伍迪·哈里森,安德雷·本杰明,"['喜剧', '运动']",91 分钟,2008,美国, 英语,5.9
1925,后裔 Descendants,肯尼·奥特加,Josann McGibbon,波波·斯图尔特,德芙·卡梅隆,克里斯汀·肯诺恩斯,"['喜剧', '动作', '奇幻', '冒险']",112分钟,2015,美国, 英语,5.9
1926,朝鲜名侦探：吸血怪魔的秘密 조선명탐정: 흡혈괴마의 비밀,金锡允,金卓焕,金智媛,金明民,吴达洙,"['喜剧', '冒险', '古装']",120分钟,2018,韩国, 韩语,5.9
1927,异形魔怪4 Tremors 4: The Legend Begins,S·S·威尔逊,S·S·威尔逊,萨拉·博茨福德,Lou Carlucci,John Dixon,"['喜剧', '动作', '科幻', '惊悚', '恐怖', '西部']",101分钟,2004,美国, 英语,5.9
1928,情场玩咖 Playing for Keeps,加布里埃莱·穆奇诺,罗比·福克斯Robbie Fox,杰拉德·巴特勒,杰西卡·贝尔,凯瑟琳·泽塔-琼斯,"['喜剧', '爱情', '运动']",106分钟,2012,美国, 英语,5.9
1929,"游戏结束，老兄！ Game Over, Man!",凯尔·纽瓦切克,安德雷斯·霍尔姆,阿雅·卡什,舒格·林·彼尔德,尼尔·麦克唐纳,"['喜剧', '动作']",101分钟,2018,美国, 英语,5.9
1930,大假一场 Cedar Rapids,米盖尔·阿尔特塔,Phil Johnston,艾德·赫尔姆斯,西格妮·韦弗,约翰·C·赖利,['喜剧'],87分钟,2011,美国, 英语,5.9
1931,英语完全征服 영어완전정복,金成洙,卢惠英,李奈映,张赫,类型:,"['喜剧', '爱情']",118分钟,2003,韩国, 韩语 / 英语,5.9
1932,煎饼侠,大鹏,大鹏,大鹏,袁姗姗,柳岩,['喜剧'],113分钟,2015,中国大陆, 汉语普通话 / 英语 / 粤语,5.8
1933,来电狂响,于淼,李潇,佟大为,马丽,霍思燕,"['剧情', '喜剧']",103分钟,2018,中国大陆, 汉语普通话,5.8
1934,我愿意,孙周,陈彤,李冰冰,孙红雷,段奕宏,"['喜剧', '爱情']",106分钟,2012,中国大陆, 汉语普通话,5.8
1935,千机变,林超贤,陈庆嘉,钟欣潼,蔡卓妍,郑伊健,"['喜剧', '动作', '恐怖', '冒险']",88 分钟(阿根廷),2003,香港, 粤语,5.8
1936,追踪长尾豹马修 Sur la piste du Marsupilami,阿兰·夏巴,阿兰·夏巴,贾梅尔·杜布兹,阿兰·夏巴,朗贝尔·维尔森,"['喜剧', '科幻', '冒险']",105分钟,2012,法国 / 比利时, 法语,7.4
1937,倾城佳话 It Could Happen to You,安德鲁·伯格曼,Jane Anderson,尼古拉斯·凯奇,布里吉特·芳达,罗茜·佩雷兹,"['剧情', '喜剧', '爱情']",101 分钟,1994,美国, 英语,7.4
1938,安娜玛德莲娜 安娜瑪德蓮娜,奚仲文,岸西,金城武,郭富城,陈慧琳,"['喜剧', '爱情']",Japan: 97 分钟,1998,香港, 粤语,7.4
1939,独领风骚 Clueless,艾米·海克林,艾米·海克林,艾丽西亚·希尔维斯通,斯黛西·达什,布莱特妮·墨菲,"['喜剧', '爱情']",97 分钟,1995,美国, 英语 / 西班牙语,7.4
1940,为你钟情 為你鍾情,冯世雄,冯世雄,张国荣,李丽珍,柏安妮,"['剧情', '喜剧', '爱情']",88分钟,1985,香港, 粤语 / 汉语普通话,7.4
1941,无须多言 Enough Said,妮可·哈罗芬瑟,妮可·哈罗芬瑟,茱莉亚·路易斯-德瑞弗斯,詹姆斯·甘多菲尼,托妮·科莱特,"['剧情', '喜剧', '爱情']",93分钟,2013,美国, 英语,7.4
1942,十日谈 Il Decameron,皮埃尔·保罗·帕索里尼,皮埃尔·保罗·帕索里尼,弗兰科·奇蒂,尼内托·达沃利,Jovan Jovanovic,"['剧情', '喜剧', '情色']",112 分钟,1971,意大利 / 法国 / 原西德, 意大利语,7.4
1943,警察有约,徐耿,徐耿,夏雨,梁静,伍宇娟,"['喜剧', '爱情']",98分钟,2003,中国大陆, 汉语普通话,7.4
1944,冰球坏小子 Goon,迈克尔·道斯,杰伊·巴鲁切尔,西恩·威廉·斯科特,杰伊·巴鲁切尔,马克-安德烈·格隆丁,"['喜剧', '运动']",92分钟,2011,美国 / 加拿大, 英语,7.4
1945,好莱坞式结局 Hollywood Ending,伍迪·艾伦,伍迪·艾伦,蒂娅·里欧妮,乔治·汉密尔顿,伍迪·艾伦,"['喜剧', '爱情']",112分钟,2002,美国, 英语,7.4
1946,心灵厨房 Soul Kitchen,法提赫·阿金,法提赫·阿金,亚当·布斯多柯斯,莫里兹·布雷多,波热尔·尤内尔,"['剧情', '喜剧']",99分钟,2009,德国, 德语 / 希腊语,7.4
1947,亿万少年的顶级机密 Top Secret วัยรุ่นพันล้าน,颂裕·素玛戈南,纳瓦彭·坦荣瓜塔纳利,帕查拉·奇拉锡瓦特,瓦岚蕾·康希文,颂布苏克·奈洋斯里 ,"['剧情', '喜剧']",131分钟,2011,泰国, 泰语,7.4
1948,好景在望 Here Comes the Boom,弗兰克·克拉斯,凯文·詹姆斯,凯文·詹姆斯,萨尔玛·海耶克,亨利·温克勒,"['喜剧', '动作']",105分钟,2012,美国, 英语 / 荷兰语,7.4
1949,富贵黄金屋 富貴黃金屋,高志森,张肇麟,董骠,沈殿霞,陈奕诗,['喜剧'],80分钟,1992,香港, 粤语,7.4
1950,绑架门口狗 플란다스의 개,奉俊昊,孙泰雄,李成宰,裴斗娜,金雷河,['喜剧'],106分钟,2000,韩国, 韩语,7.4
1951,生活艰难也许快乐 ピカ☆★☆ンチ LIFE IS HARD たぶん HAPPY,木村尚,河原雅彦,相叶雅纪,松本润,二宫和也,"['剧情', '喜剧']",113分钟,2014,日本, 日语,7.4
1952,一键成名 Populaire,Régis Roinsard,Régis Roinsard,罗曼·杜里斯,黛博拉·弗朗索瓦,贝热尼丝·贝乔,['喜剧'],111分钟,2012,法国, 法语 / 英语 / 德语,7.4
1953,小屁孩日记 Diary of a Wimpy Kid,托尔·弗洛伊德桑尔,杰姬·斐尔可,扎克瑞·戈登,科洛·莫瑞兹,罗伯特·卡普荣,"['喜剧', '家庭']",94 分钟,2010,美国, 英语,7.1
1954,游戏之夜 Game Night,约翰·弗朗西斯·戴利,马克·佩雷斯,杰森·贝特曼,瑞秋·麦克亚当斯,凯尔·钱德勒,"['喜剧', '悬疑', '犯罪']",100分钟,2018,美国, 英语,7.1
1955,鲨鱼黑帮 Shark Tale,罗伯·莱特曼,迈克尔·J·威尔森,威尔·史密斯,罗伯特·德尼罗,蕾妮·齐薇格,"['喜剧', '动画', '冒险']",90 分钟,2004,美国, 英语,7.1
1956,咖喱辣椒,柯受良,阮世生,周星驰,张学友,柏安妮,"['喜剧', '动作', '爱情', '犯罪']",101 分钟,1990,香港, 粤语 / 英语 / 马来语,7.1
1957,魔力月光 Magic in the Moonlight,伍迪·艾伦,伍迪·艾伦,艾玛·斯通,科林·费尔斯,马西娅·盖伊·哈登,"['喜剧', '爱情']",97分钟,2014,美国, 英语,7.1
1958,歪小子斯科特对抗全世界 Scott Pilgrim vs. the World,埃德加·赖特,迈克尔·巴考尔,迈克尔·塞拉,玛丽·伊丽莎白·温斯特德,基南·卡尔金,"['喜剧', '动作', '爱情', '奇幻']",112分钟,2010,美国 / 英国 / 加拿大, 英语,7.1
1959,出埃及记,彭浩翔,卓韵芝,任达华,刘心悠,张家辉,"['剧情', '喜剧', '犯罪']",94分钟(多伦多电影节),2007,香港, 粤语,7.1
1960,真爱无价 Hors de prix,皮埃尔·沙尔瓦多利,贝诺伊·格拉芬,奥黛丽·塔图,加德·艾尔马莱,Marie-Christine Adam,"['喜剧', '爱情']",106 分钟,2006,法国, 法语 / 英语,7.1
1961,神偷联盟 Logan Lucky,史蒂文·索德伯格,丽贝卡·布朗特,查宁·塔图姆,丹尼尔·克雷格,亚当·德赖弗,"['喜剧', '犯罪']",119分钟,2017,美国, 英语,7.1
1962,拜见岳父大人2 Meet the Fockers,杰伊·罗奇,Jim Herzfeld,本·斯蒂勒,罗伯特·德尼罗,达斯汀·霍夫曼,"['喜剧', '爱情']",115 分钟,2004,美国, 英语 / 西班牙语 / 希伯来语,7.1
1963,绿芥刑警 Wasabi,热拉尔·克瓦兹克,吕克·贝松,让·雷诺,广末凉子,米歇尔·穆勒,"['喜剧', '动作']",94 分钟,2001,法国 / 日本, 法语 / 日语,7.1
1964,"一个头两个大 Me, Myself & Irene",博比·法雷里,彼得·法雷里,金·凯瑞,蕾妮·齐薇格,安东尼·安德森,"['喜剧', '爱情']",116 分钟,2000,美国, 英语 / 德语,7.1
1965,丛林大反攻 Open Season,罗杰·阿勒斯,Steve Moore,马丁·劳伦斯,阿什顿·库彻,乔恩·费儒,"['喜剧', '动画', '家庭', '冒险']",83分钟,2006,美国, 英语,7.1
1966,望夫成龙 望夫成龍,梁家树,邓特希,周星驰,吴君如,成奎安,"['喜剧', '爱情']",91分钟,1990,香港, 粤语,7.1
1967,开心鬼撞鬼 開心鬼撞鬼,杜琪峰,黄百鸣,黄百鸣,张曼玉,袁洁莹,"['喜剧', '奇幻']",89 分钟,1986,香港, 粤语,7.1
1968,打擂台,郭子健,郭子健,黄又南,泰迪·罗宾,梁小龙,"['剧情', '喜剧', '动作']",98分钟,2010,香港 / 中国大陆, 粤语,7.1
1969,鬼夫 พี่มากพระโขนง,班庄·比辛达拿刚,辰塔维·塔纳西维,马里奥·毛瑞尔,黛薇卡·霍内,纳塔蓬·查特蓬,"['喜剧', '爱情', '惊悚']",107分钟,2013,泰国, 泰语,7.1
1970,超级妈妈 Big Momma's House,拉加·高斯内尔,Darryl Quarles,马丁·劳伦斯,尼娅·朗,保罗·吉亚玛提,"['喜剧', '动作', '犯罪']",98 分钟,2000,美国 / 德国, 英语,6.8
1971,熊出没·变形记,丁亮,徐芸,张伟,张秉君,谭笑,"['喜剧', '动画', '冒险']",89分钟,2018,中国大陆, 汉语普通话,6.8
1972,鼠来宝4：萌在囧途 Alvin and the Chipmunks: The Road Chip,沃尔特·拜克,罗斯·巴格达萨里安,贾斯汀·朗,马修·格雷·古柏勒,杰西·麦卡尼,"['喜剧', '动画', '音乐', '奇幻', '冒险']",92分钟,2015,美国, 英语,6.8
1973,芳心终结者 L'arnacœur,帕斯卡尔·舒梅,Laurent Zeitoun,罗曼·杜里斯,凡妮莎·帕拉迪丝,类型:,"['喜剧', '爱情']",105分钟,2010,法国 / 摩纳哥, 法语 / 英语 / 西班牙语 / 日语 / 阿拉伯语 / 汉语普通话,6.8
1974,51号星球 Planet 51,Jorge Blanco,Joe Stillman,道恩·强森,杰西卡·贝尔,贾斯汀·朗,"['喜剧', '科幻', '动画', '家庭', '奇幻', '冒险']",USA: 91 分钟,2009,西班牙 / 英国 / 美国, 英语 / 西班牙,6.8
1975,年轻时候 While We're Young,诺亚·鲍姆巴赫,诺亚·鲍姆巴赫,娜奥米·沃茨,本·斯蒂勒,玛丽亚·迪齐亚,"['剧情', '喜剧']",94分钟,2014,美国, 英语,6.8
1976,怪医杜立德 Doctor Dolittle,贝蒂·托马斯,Nat Mauldin,艾迪·墨菲,奥西·戴维斯,奥利弗·普莱特,"['喜剧', '家庭']",85 分钟,1998,美国, 英语,6.8
1977,像男人一样思考 Think Like a Man,蒂姆·斯托瑞,史蒂夫·哈维,梅根·古德,杰瑞·费拉拉,迈克尔·伊雷,"['喜剧', '爱情']",122分钟,2012,美国, 英语,6.8
1978,富贵吉娃娃 Beverly Hills Chihuahua,拉加·高斯内尔,Analisa LaBianco,派珀·佩拉博,马诺洛·卡多纳,杰米·李·柯蒂斯,"['剧情', '喜剧', '爱情', '家庭', '冒险']",91 分钟,2008,美国, 英语,6.8
1979,女人们 The Women,黛安·英格利什,克雷·布斯·卢斯,梅格·瑞恩,安妮特·贝宁,伊娃·门德斯,"['剧情', '喜剧']",114 分钟,2008,美国, 英语,6.8
1980,副总统 Vice,亚当·麦凯,亚当·麦凯,克里斯蒂安·贝尔,艾米·亚当斯,史蒂夫·卡瑞尔,"['剧情', '喜剧', '传记', '历史']",132分钟,2018,美国, 英语,6.8
1981,狱中豪杰 Big Stan,罗伯·施奈德,Josh Lieb,罗伯·施奈德,大卫·卡拉丁,詹妮弗·莫里森,"['喜剧', '动作']",105 分钟,2007,美国, 英语,6.8
1982,卧底肥妈2 Big Momma's House 2,John Whitesell,Don Rhymer,马丁·劳伦斯,尼娅·朗,艾米丽·普格特,"['喜剧', '动作', '惊悚']",99 分钟,2006,美国, 英语,6.8
1983,电车男 電車男,村上正典,金子亚里纱,山田孝之,中谷美纪,国仲凉子,"['喜剧', '爱情']",Japan: 105 分钟,2005,日本, 日语,6.8
1984,逃学外传 逃學外傳,朱延平,庄澄,张卫健,林志颖,朱茵,"['剧情', '喜剧']",89分钟,1992,香港 / 台湾, 粤语 / 汉语普通话,6.8
1985,好景当前 The Spectacular Now,詹姆斯·庞索特,迈克尔·H·韦伯,迈尔斯·特勒,谢琳·伍德蕾,布丽·拉尔森,"['剧情', '喜剧', '爱情']",95分钟,2013,美国, 英语,6.8
1986,伦文叙老点柳先开 倫文敘老點柳先開,罗文,黎文卓,郭富城,张卫健,周慧敏,"['喜剧', '动作', '武侠', '古装']",94 分钟,1994,香港, 粤语,6.8
1987,光植的弟弟光泰 광식이 동생 광태,金炫锡,金雅中,金雅中,金柱赫,郑京浩,"['喜剧', '爱情']",104分钟,2005,韩国, 韩语,6.6
1988,杂牌军东征 Stripes,伊万·雷特曼,Daniel Goldberg (I),比尔·默瑞,哈罗德·雷米斯,沃伦·奥茨,"['喜剧', '战争']",106 分钟,1981,美国, 英语 / 俄语 / 波兰语,6.6
1989,阿珠与阿花 Romy and Michele's High School Reunion,大卫·米尔金,罗宾 希夫 (Robin Schiff),Mira Sorvino,Lisa Kudrow,Julia Campbell,['喜剧'],92 分钟,1997,美国, 英语,6.6
1990,神枪手与咖喱鸡 神槍手與咖喱雞,张同祖,张同祖,张学友,张坚庭,李丽珍,"['喜剧', '动作']",93 分钟,1992,香港, 粤语,6.6
1991,谁都想成为意大利人 Everybody Wants to Be Italian,Jason Todd Ipson,Jason Todd Ipson,Jay Jablonski,席瑞娜·文森,约翰·卡普洛斯,"['喜剧', '爱情']",105 分钟,2007,美国, 英语,6.6
1992,汤姆·琼斯 Tom Jones,托尼·理查德森,约翰·奥斯本,阿尔伯特·芬尼,苏珊娜·约克,休·格里夫斯,"['喜剧', '爱情', '冒险']",128 分钟,1963,英国, 英语,6.6
1993,恭喜发财 恭喜發財,石天,黄百鸣,石天,谭咏麟,类型:,['喜剧'],91 分钟,1985,香港, 粤语,6.6
1994,寻宝假期 Without a Paddle,史蒂文·布里尔,Fred Wolf,马修·里沃德,类型:,喜剧,"['喜剧', '悬疑', '冒险']",95 分钟,2004,美国, 英语,6.6
1995,西虹市首富,闫非,闫非,沈腾,宋芸桦,张一鸣,['喜剧'],118分钟,2018,中国大陆, 汉语普通话,6.5
1996,非诚勿扰2,冯小刚,王朔,葛优,舒淇,孙红雷,"['喜剧', '爱情']",122分钟,2010,中国大陆, 汉语普通话,6.5
1997,神话,唐季礼,唐季礼,成龙,金喜善,梁家辉,"['剧情', '喜剧', '动作', '奇幻', '冒险']",122分钟,2005,中国大陆 / 香港, 英语 / 汉语普通话 / 粤语 / 韩语,6.5
1998,大魔术师 大魔術師,尔冬升,秦天南,梁朝伟,刘青云,周迅,"['剧情', '喜剧', '爱情', '奇幻']",128分钟,2012,中国大陆 / 香港, 汉语普通话 / 粤语,6.5
1999,泰迪熊2 Ted 2,塞思·麦克法兰,塞思·麦克法兰,塞思·麦克法兰,马克·沃尔伯格,阿曼达·塞弗里德,['喜剧'],115分钟,2015,美国, 英语,6.5
2000,完美嫁衣 抱抱俏佳人,黄真真,郑丹瑞,杨千嬅,林峯,葛民辉,"['喜剧', '爱情']",99分钟,2010,香港 / 中国大陆, 粤语 / 汉语普通话,6.5
2001,高兴,阿甘,阿甘,郭涛,田沅,冯砾,"['剧情', '喜剧']",110分钟,2009,中国大陆, 汉语普通话 / 陕西话,6.5
2002,我老公不靠谱 我老婆唔够秤II：我老公唔生性,阮世生,阮世生,蔡卓妍,郑伊健,张歆艺,"['喜剧', '爱情']",106分钟,2012,香港, 粤语,6.5
2003,尖峰时刻3 Rush Hour 3,布莱特·拉特纳,杰夫·内桑森,克里斯·塔克,成龙,马克斯·冯·叙多夫,"['喜剧', '动作', '犯罪']",91分钟,2007,美国 / 德国, 英语 / 法语 / 汉语普通话 / 日语,6.5
2004,三十八度,刘新,朱苹,黄磊,陶红,谢雨欣,"['喜剧', '爱情']",100分钟,2003,中国大陆, 汉语普通话,6.3
2005,滚动的钢蛋,李春啸,李春啸,李春啸,陈旭,李易祥,['喜剧'],77分钟,2019,中国大陆, 汉语普通话,6.3
2006,笑林老祖,袁英明,苏凌子,郭晋安,朱茵,李名炀,"['剧情', '喜剧', '动作']",93分钟,1995,台湾, 汉语普通话,6.3
2007,毒醉心迷 Better Living Through Chemistry,Geoff Moore,Geoff Moore,奥利维亚·王尔德,米歇尔·莫纳汉,山姆·洛克威尔,"['剧情', '喜剧']",91分钟,2014,美国, 英语,6.3
